TFBS_ID	promoter	TF_name_10.7	TF_name_11.0.2	TU_ID_10.7	TU_name_10.7	TU_ID_11.0.2	TU_name_11.0.2	coords_10.7	coords_11.0.2	evidence_10.7	evidence_11.0.2	confidence_10.7	confidence_11.0.2
ECK120016824	csgDp3	NA	CRP	NA	NA	ECK125300329	csgDEFG	NA	1103376_1103397	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120016826	csgDp3	NA	CRP	NA	NA	ECK125300329	csgDEFG	NA	1103504_1103525	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120016846	modAp	CRP	NA	ECK120009489	modABC	NA	NA	794989_795010	NA	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak	NA
ECK120016846	modAp2	NA	CRP	NA	NA	ECK120009489	modABC	NA	794989_795010	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120016860	metKp2	NA	CRP	NA	NA	ECK125300306	metK	NA	3086506_3086527	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120017042	hcpp1	NA	NarP	NA	NA	ECK120009181	hcp-hcr	NA	913937_913952	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[GEA|W|Gene expression analysis]	NA	weak
ECK120017042	hcpp1	NA	NarP	NA	NA	ECK125257173	hcp-hcr-poxB	NA	913937_913952	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[GEA|W|Gene expression analysis]	NA	weak
ECK120017044	norVp	NA	NarP	NA	NA	ECK120009024	norVW	NA	2832362_2832377	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[GEA|W|Gene expression analysis]	NA	weak
ECK120017070	hdeAp2	NA	TorR	NA	NA	ECK125300333	hdeAB-yhiD	NA	3656814_3656823	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120017071	gadAp2	NA	TorR	NA	NA	ECK125300288	gadAX	NA	3667530_3667539	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120017085	hdeAp2	NA	GadW	NA	NA	ECK125300333	hdeAB-yhiD	NA	3656856_3656875	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120017085	hdeAp2	NA	GadX	NA	NA	ECK125300333	hdeAB-yhiD	NA	3656856_3656875	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120017085	hdeDp2	NA	GadX	NA	NA	ECK125300391	hdeD	NA	3656856_3656875	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120017117	ddpXp	NtrC	NA	ECK120008999	ddpXABCDF	NA	NA	1563208_1563224	NA	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak	NA
ECK120017117	ddpXp1	NA	NtrC	NA	NA	ECK120008999	ddpXABCDF	NA	1563208_1563224	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120017175	pdhRp2	NA	PdhR	NA	NA	ECK125300293	pdhR-aceEF-lpdA	NA	122044_122060	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[CV(GEA/GS)|S|cross validation(GEA/GS)],[GEA|W|Gene expression analysis],[GS|W|genomic SELEX]	NA	strong
ECK120018504	uxaCp	CRP	NA	ECK120009062	uxaCA	NA	NA	3244952_3244974	NA	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	NA	weak	NA
ECK120018504	uxaCp2	NA	CRP	NA	NA	ECK120009062	uxaCA	NA	3244952_3244974	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[GEA|W|Gene expression analysis]	NA	weak
ECK120018510	galPp	GalR	NA	ECK120015171	galP	NA	NA	3088186_3088201	NA	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	NA	strong	NA
ECK120018510	galPp	GalS	NA	ECK120015171	galP	NA	NA	3088186_3088201	NA	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[BPP|S|Binding of purified proteins]	NA	strong	NA
ECK120018540	ftsQp	NA	SdiA	NA	NA	ECK125300383	ftsQAZ	NA	102843_102860	NA	[BPP|S|Binding of purified proteins]	NA	strong
ECK120018541	ftsQp	NA	SdiA	NA	NA	ECK125300383	ftsQAZ	NA	102697_102714	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120018550	gadBp2	NA	GadX	NA	NA	ECK125300353	gadBC	NA	1572080_1572099	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120018556	gadAp2	NA	GadX	NA	NA	ECK125300288	gadAX	NA	3667608_3667627	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120019288	hdeAp2	NA	H-NS	NA	NA	ECK125300333	hdeAB-yhiD	NA	3656902_3656916	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120019293	galEp	NA	HU	NA	NA	ECK125300304	galETK	NA	792059_792092	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120019293	galEp	NA	HU	NA	NA	ECK125300348	galET	NA	792059_792092	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120019293	galEp	NA	HU	NA	NA	ECK125300377	galE	NA	792059_792092	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120019293	galEp	NA	HU	NA	NA	ECK125300405	galETKM	NA	792059_792092	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120020688	gadAp2	NA	FNR	NA	NA	ECK125300288	gadAX	NA	3667590_3667603	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120020702	hyaAp2	NA	IscR	NA	NA	ECK125300412	hyaABCDEF	NA	1031930_1031954	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120020741	rrsAp	NA	Lrp	NA	NA	ECK125300316	rrsA-ileT-alaT-rrlA-rrfA	NA	4035180_4035191	NA	[BPP|S|Binding of purified proteins]	NA	strong
ECK120020742	rrsBp	NA	Lrp	NA	NA	ECK125300381	rrsB-gltT-rrlB-rrfB	NA	4166308_4166319	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120023162	ynfEp2	NA	FNR	NA	NA	ECK125300325	ynfEFGH-dmsD	NA	1657956_1657970	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120023165	gltBp2	NA	FNR	NA	NA	ECK125300371	gltBDF	NA	3354476_3354489	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120026348	csgBp2	NA	CsgD	NA	NA	ECK125300368	csgBAC	NA	1103816_1103826	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120026467	gdhAp1	CRP	NA	ECK120008942	gdhA	NA	NA	1842265_1842286	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	NA	weak	NA
ECK120026467	gdhAp	NA	CRP	NA	NA	ECK120008942	gdhA	NA	1842265_1842286	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	NA	weak
ECK120029479	gltBp2	NA	IHF	NA	NA	ECK125300371	gltBDF	NA	3354418_3354430	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120029480	gltBp2	NA	IHF	NA	NA	ECK125300371	gltBDF	NA	3354414_3354426	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120029481	serCp	CRP	NA	ECK120009107	serC	NA	NA	957498_957519	NA	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	NA	strong	NA
ECK120029481	serCp	CRP	NA	ECK120009545	serC-aroA	NA	NA	957498_957519	NA	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	NA	strong	NA
ECK120029481	serCp1	NA	CRP	NA	NA	ECK120009107	serC	NA	957498_957519	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120029481	serCp1	NA	CRP	NA	NA	ECK120009545	serC-aroA	NA	957498_957519	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120029546	osmEp2	NA	Fis	NA	NA	ECK125300385	osmE	NA	1822362_1822376	NA	[BPP|S|Binding of purified proteins]	NA	strong
ECK120029548	osmEp2	NA	Fis	NA	NA	ECK125300385	osmE	NA	1822251_1822265	NA	[BPP|S|Binding of purified proteins]	NA	strong
ECK120029550	osmEp2	NA	Fis	NA	NA	ECK125300385	osmE	NA	1822307_1822321	NA	[BPP|S|Binding of purified proteins]	NA	strong
ECK120029573	hemHp	OxyR	OxyR	ECK120026661	NA	ECK120026661	hemH	497990_498006	497990_498006	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	strong	strong
ECK120029608	gltBp2	NA	CRP	NA	NA	ECK125300371	gltBDF	NA	3354433_3354454	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120029619	gltBp2	NA	ArgR	NA	NA	ECK125300371	gltBDF	NA	3354169_3354186	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120029620	gltBp2	NA	ArgR	NA	NA	ECK125300371	gltBDF	NA	3354148_3354165	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120029870	tomBp1	CpxR	NA	ECK120026654	NA	NA	NA	480837_480851	NA	[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	NA	strong	NA
ECK120029870	tomBp	NA	CpxR	NA	NA	ECK120026654	tomB-hha	NA	480837_480851	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	NA	strong
ECK120029872	yccAp	CpxR	CpxR	ECK120026811	NA	ECK120026811	yccA	1031489_1031503	1031489_1031503	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	strong	strong
ECK120029874	ycfSp	CpxR	NA	ECK120026843	NA	NA	NA	1170463_1170479	NA	[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	NA	strong	NA
ECK120029874	ldtCp	NA	CpxR	NA	NA	ECK120026843	ldtC	NA	1170463_1170479	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	NA	strong
ECK120029876	efeU_1p	CpxR	NA	ECK120026820	NA	NA	NA	1081246_1081260	NA	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	NA	strong	NA
ECK120029876	efeUp	NA	CpxR	NA	NA	ECK120026820	efeU	NA	1081246_1081260	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120029878	yebEp	CpxR	CpxR	ECK120027130	NA	ECK120027130	yebE	1929769_1929783	1929769_1929783	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	strong	strong
ECK120029880	dgcZp	CpxR	CpxR	ECK120027006	NA	ECK120027006	dgcZ	1623912_1623929	1623912_1623929	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	strong	strong
ECK120029888	hslJp	CysB	CysB	ECK120026943	NA	ECK120026943	hslJ	1441775_1441816	1441775_1441816	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	strong	strong
ECK120030317	ftsQp	NA	SdiA	NA	NA	ECK125300383	ftsQAZ	NA	102695_102712	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120030366	gapAp	NA	Cra	NA	NA	ECK125300396	gapA	NA	1862683_1862700	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120030688	gadEp	CRP	NA	ECK120010978	gadEF-mdtEF	NA	NA	3658315_3658336	NA	[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	NA	strong	NA
ECK120030688	gadEp2	NA	CRP	NA	NA	ECK120010978	gadEF-mdtEF	NA	3658315_3658336	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	NA	strong
ECK120032163	sgrRp	SgrR	SgrR	ECK120026522	NA	ECK120026522	sgrR-sroA-thiBPQ	77297_77330	77297_77330	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120032163	sgrSp2	NA	SgrR	NA	NA	ECK125300378	sgrST-setA	NA	77297_77330	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120033068	asrp2	NA	RstA	NA	NA	ECK125300295	asr	NA	1671257_1671273	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120033070	csgDp	NA	RstA	NA	NA	ECK125300336	csgDEFG	NA	1103388_1103402	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120033070	csgDp3	NA	RstA	NA	NA	ECK125300329	csgDEFG	NA	1103388_1103402	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120033073	ompFp2	NA	RstA	NA	NA	ECK125300387	ompF	NA	987176_987192	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[NTAS|W|Non-traceable author statement]	NA	weak
ECK120033128	gadEp	GadW	NA	ECK120010978	gadEF-mdtEF	NA	NA	3657740_3657759	NA	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak	NA
ECK120033128	gadEp	GadX	NA	ECK120010978	gadEF-mdtEF	NA	NA	3657740_3657759	NA	[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	NA	weak	NA
ECK120033128	gadEp2	NA	GadW	NA	NA	ECK120010978	gadEF-mdtEF	NA	3657740_3657759	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[GEA|W|Gene expression analysis]	NA	weak
ECK120033128	gadEp2	NA	GadX	NA	NA	ECK120010978	gadEF-mdtEF	NA	3657740_3657759	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[GEA|W|Gene expression analysis]	NA	weak
ECK120033147	hcpp	NsrR	NA	ECK120009181	hcp-hcr	NA	NA	913831_913849	NA	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	NA	strong	NA
ECK120033147	hcpp	NsrR	NA	ECK125257173	hcp-hcr-poxB	NA	NA	913831_913849	NA	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	NA	strong	NA
ECK120033147	hcpp1	NA	NsrR	NA	NA	ECK120009181	hcp-hcr	NA	913831_913849	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120033147	hcpp1	NA	NsrR	NA	NA	ECK125257173	hcp-hcr-poxB	NA	913831_913849	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120033334	ytfEp	NA	NarL	NA	NA	ECK120016777	ytfE	NA	4432047_4432053	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak
ECK120033338	yeaRp	NA	NarL	NA	NA	ECK120027102	yeaR-yoaG	NA	1880030_1880036	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120033340	yeaRp	NA	NarL	NA	NA	ECK120027102	yeaR-yoaG	NA	1880039_1880045	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120033341	yeaRp	NsrR	NsrR	ECK120027102	NA	ECK120027102	yeaR-yoaG	1880017_1880035	1880017_1880035	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	weak	weak
ECK120033892	tomBp1	PdhR	NA	ECK120026654	NA	NA	NA	480964_480980	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak	NA
ECK120033892	tomBp	NA	PdhR	NA	NA	ECK120026654	tomB-hha	NA	480964_480980	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak
ECK120034000	cspIp	Fis	NA	ECK120010984	cspI	NA	NA	1638893_1638907	NA	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak	NA
ECK120034000	cspIp1	NA	Fis	NA	NA	ECK120010984	cspI	NA	1638893_1638907	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034002	cspIp	Fis	NA	ECK120010984	cspI	NA	NA	1638888_1638902	NA	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak	NA
ECK120034002	cspIp1	NA	Fis	NA	NA	ECK120010984	cspI	NA	1638888_1638902	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034004	cspIp	Fis	NA	ECK120010984	cspI	NA	NA	1638825_1638839	NA	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak	NA
ECK120034004	cspIp1	NA	Fis	NA	NA	ECK120010984	cspI	NA	1638825_1638839	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034006	cspIp	Fis	NA	ECK120010984	cspI	NA	NA	1638792_1638806	NA	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak	NA
ECK120034006	cspIp1	NA	Fis	NA	NA	ECK120010984	cspI	NA	1638792_1638806	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034008	cspIp	Fis	NA	ECK120010984	cspI	NA	NA	1638765_1638779	NA	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak	NA
ECK120034008	cspIp1	NA	Fis	NA	NA	ECK120010984	cspI	NA	1638765_1638779	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034010	cspIp	Fis	NA	ECK120010984	cspI	NA	NA	1638757_1638771	NA	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak	NA
ECK120034010	cspIp1	NA	Fis	NA	NA	ECK120010984	cspI	NA	1638757_1638771	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034018	gadAp2	NA	Fis	NA	NA	ECK125300288	gadAX	NA	3667745_3667764	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034020	gadAp2	NA	Fis	NA	NA	ECK125300288	gadAX	NA	3667716_3667735	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034022	gadAp2	NA	Fis	NA	NA	ECK125300288	gadAX	NA	3667692_3667711	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034024	gadAp2	NA	Fis	NA	NA	ECK125300288	gadAX	NA	3667616_3667635	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034026	gadBp2	NA	Fis	NA	NA	ECK125300353	gadBC	NA	1572170_1572184	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034028	gadBp2	NA	Fis	NA	NA	ECK125300353	gadBC	NA	1572124_1572138	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034030	gadBp2	NA	Fis	NA	NA	ECK125300353	gadBC	NA	1572092_1572106	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034032	gadBp2	NA	Fis	NA	NA	ECK125300353	gadBC	NA	1572029_1572043	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034052	hyaAp2	NA	Fis	NA	NA	ECK125300412	hyaABCDEF	NA	1031956_1031970	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034072	osmYp2	NA	Fis	NA	NA	ECK125300322	osmY	NA	4611134_4611153	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034074	osmYp2	NA	Fis	NA	NA	ECK125300322	osmY	NA	4611215_4611234	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034483	hdeAp2	NA	Lrp	NA	NA	ECK125300333	hdeAB-yhiD	NA	3656802_3656817	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034485	hdeAp2	NA	Lrp	NA	NA	ECK125300333	hdeAB-yhiD	NA	3656839_3656854	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034487	hdeAp2	NA	Lrp	NA	NA	ECK125300333	hdeAB-yhiD	NA	3656848_3656863	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034489	hdeAp2	NA	Lrp	NA	NA	ECK125300333	hdeAB-yhiD	NA	3656881_3656896	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120034491	hdeAp2	NA	Lrp	NA	NA	ECK125300333	hdeAB-yhiD	NA	3656900_3656915	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
