TFBS_ID	promoter	TF_name_10.7	TF_name_11.0.2	TU_ID_10.7	TU_name_10.7	TU_ID_11.0.2	TU_name_11.0.2	coords_10.7	coords_11.0.2	evidence_10.7	evidence_11.0.2	confidence_10.7	confidence_11.0.2
ECK120013474	flhDp	OmpR	OmpR	ECK120009328	flhDC	ECK120009328	flhDC	1978368_1978387	1978368_1978387	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	weak	weak
ECK120013476	flhDp	IHF	IHF	ECK120009328	flhDC	ECK120009328	flhDC	1978481_1978493	1978481_1978493	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	weak	weak
ECK120013478	pstSp	PhoB	PhoB	ECK120009393	pstSCAB-phoU	ECK120009393	pstSCAB-phoU	3911613_3911631	3911613_3911631	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013478	pstSp	PhoB	PhoB	ECK120009393	pstSCAB-phoU	ECK120035084	pstS	3911613_3911631	3911613_3911631	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013478	pstSp	PhoB	PhoB	ECK120009393	pstSCAB-phoU	ECK120035085	pstSCA	3911613_3911631	3911613_3911631	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013478	pstSp	PhoB	PhoB	ECK120035084	pstS	ECK120009393	pstSCAB-phoU	3911613_3911631	3911613_3911631	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013478	pstSp	PhoB	PhoB	ECK120035084	pstS	ECK120035084	pstS	3911613_3911631	3911613_3911631	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013478	pstSp	PhoB	PhoB	ECK120035084	pstS	ECK120035085	pstSCA	3911613_3911631	3911613_3911631	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013478	pstSp	PhoB	PhoB	ECK120035085	pstSCA	ECK120009393	pstSCAB-phoU	3911613_3911631	3911613_3911631	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013478	pstSp	PhoB	PhoB	ECK120035085	pstSCA	ECK120035084	pstS	3911613_3911631	3911613_3911631	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013478	pstSp	PhoB	PhoB	ECK120035085	pstSCA	ECK120035085	pstSCA	3911613_3911631	3911613_3911631	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013478	pstSp2	NA	PhoB	NA	NA	ECK125300308	pstS	NA	3911613_3911631	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120013478	pstSp2	NA	PhoB	NA	NA	ECK125300332	pstSCAB-phoU	NA	3911613_3911631	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120013478	pstSp2	NA	PhoB	NA	NA	ECK125300390	pstSCA	NA	3911613_3911631	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120013480	betTp	ArcA	ArcA	ECK120009308	betT	ECK120009308	betT	329416_329430	329416_329430	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis]	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis]	weak	weak
ECK120013483	treBp	CRP	CRP	ECK120009404	treBC	ECK120009404	treBC	4466188_4466209	4466188_4466209	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	weak	weak
ECK120013485	ppiAp2	CytR	CytR	ECK120009646	ppiA	ECK120009646	ppiA	3492452_3492468	3492452_3492468	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	strong	strong
ECK120013485	ppiAp3	CytR	CytR	ECK120009647	ppiA	ECK120009647	ppiA	3492452_3492468	3492452_3492468	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	strong	strong
ECK120013485	ppiAp4	CytR	CytR	ECK120009648	ppiA	ECK120009648	ppiA	3492452_3492468	3492452_3492468	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	strong	strong
ECK120013489	ppiAp2	CRP	CRP	ECK120009646	ppiA	ECK120009646	ppiA	3492480_3492501	3492480_3492501	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	strong	strong
ECK120013489	ppiAp3	CRP	CRP	ECK120009647	ppiA	ECK120009647	ppiA	3492480_3492501	3492480_3492501	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	strong	strong
ECK120013489	ppiAp3	CRP	CRP	ECK120009647	ppiA	ECK120009647	ppiA	3492480_3492501	3492480_3492501	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	strong	strong
ECK120013489	ppiAp3	CRP	CRP	ECK120009647	ppiA	ECK120009647	ppiA	3492480_3492501	3492480_3492501	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	strong	strong
ECK120013489	ppiAp3	CRP	CRP	ECK120009647	ppiA	ECK120009647	ppiA	3492480_3492501	3492480_3492501	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	strong	strong
ECK120013493	araJp	CRP	CRP	ECK120009292	araJ	ECK120009292	araJ	412475_412497	412475_412497	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	strong	strong
ECK120013496	furpb	Fur	Fur	ECK120008947	fur	ECK120008947	fur	710714_710732	710714_710732	[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	strong	strong
ECK120013496	furpa	Fur	Fur	ECK120009313	fur	ECK120009313	fur	710714_710732	710714_710732	[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	strong	strong
ECK120013499	gcvTp	GcvA	GcvA	ECK120009361	gcvTHP	ECK120009361	gcvTHP	3050991_3051005	3050991_3051005	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013499	gcvTp	GcvA	GcvA	ECK120009361	gcvTHP	ECK120009361	gcvTHP	3050991_3051005	3050991_3051005	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013499	gcvTp	GcvA	GcvA	ECK120009361	gcvTHP	ECK120009361	gcvTHP	3050991_3051005	3050991_3051005	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013499	gcvTp	GcvA	GcvA	ECK120009361	gcvTHP	ECK120009361	gcvTHP	3050991_3051005	3050991_3051005	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013501	gcvTp	Lrp	Lrp	ECK120009361	gcvTHP	ECK120009361	gcvTHP	3050926_3050940	3050926_3050940	[GEA|W|Gene expression analysis],[SM|S|Site mutation]	[CSE||ChIP-seq evidence],[GEA|W|Gene expression analysis],[RSE||RNA-seq evidence],[SM|S|Site mutation]	strong	strong
ECK120013503	gcvTp	PurR	PurR	ECK120009361	gcvTHP	ECK120009361	gcvTHP	3050758_3050773	3050758_3050773	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[GEA|W|Gene expression analysis]	weak	weak
ECK120013505	glnHp2	IHF	IHF	ECK120009363	glnHPQ	ECK120009363	glnHPQ	848088_848100	848088_848100	[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[CPEUMA||ChIP-PCR evidence used in manual assertion],[SM|S|Site mutation]	strong	strong
ECK120013507	glnHp2	NtrC	NtrC	ECK120009363	glnHPQ	ECK120009363	glnHPQ	848148_848164	848148_848164	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	strong	strong
ECK120013509	glnHp2	NtrC	NtrC	ECK120009363	glnHPQ	ECK120009363	glnHPQ	848118_848134	848118_848134	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	strong	strong
ECK120013511	glnHp2	NtrC	NtrC	ECK120009363	glnHPQ	ECK120009363	glnHPQ	848174_848190	848174_848190	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	strong	strong
ECK120013513	glyAp	MetR	MetR	ECK120009383	glyA	ECK120009383	glyA	2685688_2685702	2685688_2685702	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013517	malIp	MalI	MalI	ECK120009378	malI	ECK120009378	malI	1699210_1699227	1699210_1699227	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013520	malIp	CRP	CRP	ECK120009378	malI	ECK120009378	malI	1699261_1699282	1699261_1699282	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013520	malXp	CRP	CRP	ECK120009324	malXY	ECK120009324	malXY	1699261_1699282	1699261_1699282	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013523	manXp	CRP	CRP	ECK120009387	manXYZ	ECK120009387	manXYZ	1901830_1901851	1901830_1901851	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[GEA|W|Gene expression analysis]	weak	weak
ECK120013527	ndhp	FNR	FNR	ECK120009349	ndh	ECK120009349	ndh	1165891_1165904	1165891_1165904	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013531	sodAp	IHF	IHF	ECK120009257	sodA	ECK120009257	sodA	4100705_4100717	4100705_4100717	[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	strong	strong
ECK120013533	sodAp	IHF	IHF	ECK120009257	sodA	ECK120009257	sodA	4100729_4100741	4100729_4100741	[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	strong	strong
ECK120013535	sodAp	IHF	IHF	ECK120009257	sodA	ECK120009257	sodA	4100752_4100764	4100752_4100764	[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	strong	strong
ECK120013537	tonBp	Fur	Fur	ECK120009358	tonB	ECK120009358	tonB	1311070_1311088	1311070_1311088	[BCE|W|Binding of cellular extracts]	[BCE|W|Binding of cellular extracts]	weak	weak
ECK120013539	torCp	TorR	TorR	ECK120009403	torCAD	ECK120009403	torCAD	1058002_1058011	1058002_1058011	[BCE|W|Binding of cellular extracts],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts]	weak	weak
ECK120013541	torCp	TorR	TorR	ECK120009403	torCAD	ECK120009403	torCAD	1058026_1058035	1058026_1058035	[BCE|W|Binding of cellular extracts],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts]	weak	weak
ECK120013543	tsxp2	CytR	CytR	ECK120009634	tsx	ECK120009634	tsx	432110_432136	432110_432136	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[IC|W|Inferred by curator],[BPP|S|Binding of purified proteins]	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[IC|W|Inferred by curator],[SM|S|Site mutation]	strong	strong
ECK120013545	udpP	CRP	CRP	ECK120009326	udp	ECK120009326	udp	4016287_4016308	4016287_4016308	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013545	udpP	CRP	CRP	ECK120009326	udp	ECK120009326	udp	4016287_4016308	4016287_4016308	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013545	udpP	CRP	CRP	ECK120009326	udp	ECK120009326	udp	4016287_4016308	4016287_4016308	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013545	udpP	CRP	CRP	ECK120009326	udp	ECK120009326	udp	4016287_4016308	4016287_4016308	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013551	zwfp	SoxS	SoxS	ECK120009400	zwf	ECK120009400	zwf	1936418_1936437	1936418_1936437	[GEA|W|Gene expression analysis],[IHBCE|W|Inferred by a human based on computational evidence],[SM|S|Site mutation],[CEUMA||ChIP-exo evidence used in manual assertion],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[RE||RNA-seq evidence]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[CEEUMA||ChIP-exo evidence used in manual assertion],[GEA|W|Gene expression analysis],[IHBCE|W|Inferred by a human based on computational evidence],[RSE||RNA-seq evidence],[SM|S|Site mutation]	strong	strong
ECK120013555	araFp	AraC	NA	ECK120009291	araFGH	NA	NA	1986375_1986391	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	NA	strong	NA
ECK120013555	araFp1	NA	AraC	NA	NA	ECK120009291	araFGH	NA	1986375_1986391	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	NA	strong
ECK120013555	araFp3	NA	AraC	NA	NA	ECK125300398	araFGH	NA	1986375_1986391	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	NA	strong
ECK120013557	deoCp2	CytR	CytR	ECK120009211	deoCABD	ECK120009211	deoCABD	4617200_4617216	4617200_4617216	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
ECK120013559	glnBp2	PurR	PurR	ECK120009282	glnB	ECK120009282	glnB	2687476_2687491	2687476_2687491	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis]	weak	weak
ECK120013559	glnBp1	PurR	PurR	ECK120009655	glnB	ECK120009655	glnB	2687476_2687491	2687476_2687491	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis]	weak	weak
ECK120013562	yhfAp	CRP	CRP	ECK120009660	yhfA	ECK120009660	yhfA	3485983_3486004	3485983_3486004	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	strong	strong
